Word,Frequency,Abc Hash,Qwerty Hash,As name
необыкновенности,2,4241734412444553,2258412542225788,0,0.0
необыкновенною,2,42417344124448,22584125422258,0,0.0
необыкновенную,2,42417344124458,22584125422218,0,0.0
необыкновенны,2,4241734412447,2258412542224,0,0.0
необыкновенные,5,42417344124472,22584125422242,0,0.0
необыкновенный,6,42417344124473,22584125422241,0,0.0
необыкновенным,17,42417344124474,22584125422247,0,0.0
необыкновенными,2,424173441244743,225841254222478,0,0.0
необыкновенных,5,42417344124476,22584125422243,0,0.0
необычайная,3,42417613418,22584741247,0,0.0
необычайно,24,4241761344,2258474125,0,0.0
необычайного,3,424176134414,225847412525,0,0.0
необычайное,5,42417613442,22584741252,0,0.0
необычайной,10,42417613443,22584741251,0,0.0
необычайность,4,4241761344558,2258474125788,0,0.0
необычайную,3,42417613458,22584741218,0,0.0
необычайные,6,42417613472,22584741242,0,0.0
необычайный,3,42417613473,22584741241,0,0.0
необычайным,2,42417613474,22584741247,0,0.0
необычайными,2,424176134743,225847412478,0,0.0
необычайных,4,42417613476,22584741243,0,0.0
необычная,4,424176418,225847247,0,0.0
необычно,8,42417644,22584725,0,0.0
необычного,8,4241764414,2258472525,0,0.0
необычное,8,424176442,225847252,0,0.0
необычной,5,424176443,225847251,0,0.0
необычном,2,424176444,225847257,0,0.0
необычную,2,424176458,225847218,0,0.0
необычные,4,424176472,225847242,0,0.0
необычный,7,424176473,225847241,0,0.0
необычным,8,424176474,225847247,0,0.0
необычными,2,4241764743,2258472478,0,0.0
необычных,4,424176476,225847243,0,0.0
неограниченно,2,4241514362444,2252542872225,0,0.0
неограниченного,2,424151436244414,225254287222525,0,0.0
неограниченное,4,42415143624442,22525428722252,0,0.0
неограниченной,5,42415143624443,22525428722251,0,0.0
неограниченных,3,42415143624476,22525428722243,0,0.0
неодетое,3,42422542,22562852,0,0.0
неодинаковой,2,424234134143,225682415451,0,0.0
неоднозначность,2,424244241644558,225625324725788,0,0.0
неоднократно,16,424244351544,225625154825,0,0.0
неоднократные,2,4242443515472,2256251548242,0,0.0
неодобрение,2,42424152432,22565852282,0,0.0
неодобрительно,17,42424153523844,22565858826825,0,0.0
неодобрительным,2,424241535238474,225658588268247,0,0.0
неожиданна,2,4242321441,2256864224,0,0.0
неожиданная,4,42423214418,22568642247,0,0.0
неожиданно,165,4242321444,2256864225,7,0.04242424242424243
неожиданного,9,424232144414,225686422525,0,0.0
неожиданное,22,42423214442,22568642252,0,0.0
неожиданной,11,42423214443,22568642251,0,0.0
неожиданном,4,42423214444,22568642257,0,0.0
неожиданному,4,424232144445,225686422571,0,0.0
неожиданностей,2,42423214445523,22568642257821,0,0.0
неожиданности,12,4242321444553,2256864225788,0,0.0
неожиданность,5,4242321444558,2256864225788,0,0.0
неожиданностью,2,42423214445588,22568642257888,0,0.0
неожиданностями,2,424232144455843,225686422578778,0,0.0
неожиданную,2,42423214458,22568642218,0,0.0
неожиданные,8,42423214472,22568642242,2,0.25
неожиданный,9,42423214473,22568642241,1,0.1111111111111111
неожиданным,23,42423214474,22568642247,1,0.043478260869565216
неожиданными,3,424232144743,225686422478,0,0.0
неожиданных,3,42423214476,22568642243,0,0.0
неолита,3,4243351,2256884,0,0.0
неописуемым,2,42443552474,22558712747,0,0.0
неоплатном,2,4244315444,2255648257,0,0.0
неопредел,23,424452223,225552626,0,0.0
неопределенная,2,42445222324418,22555262622247,0,0.0
неопределенно,9,4244522232444,2255526262225,0,0.0
неопределенного,3,424452223244414,225552626222525,0,0.0
неопределенное,6,42445222324442,22555262622252,0,0.0
неопределенной,3,42445222324443,22555262622251,0,0.0
неопределенном,4,42445222324444,22555262622257,0,0.0
неопределенности,10,4244522232444553,2255526262225788,0,0.0
неопределенную,3,42445222324458,22555262622218,0,0.0
неопределенные,5,42445222324472,22555262622242,0,0.0
неопределенным,11,42445222324474,22555262622247,0,0.0
неопределенными,3,424452223244743,225552626222478,0,0.0
неопределенных,3,42445222324476,22555262622243,0,0.0
неопределимая,4,4244522233418,2255526268747,0,0.0
неопределимое,2,4244522233442,2255526268752,0,0.0
неопределимой,3,4244522233443,2255526268751,0,0.0
неопределимым,3,4244522233474,2255526268747,0,0.0
неопровержим,2,424454125234,225555425687,0,0.0
неопровержимое,4,42445412523442,22555542568752,0,0.0
неопровержимой,2,42445412523443,22555542568751,0,0.0
неопровержимым,2,42445412523474,22555542568747,0,0.0
неопровержимыми,2,424454125234743,225555425687478,0,0.0
неопубликованной,2,4244513334114443,2255186815442251,0,0.0
неопытного,2,4244754414,2255482525,0,0.0
неопытности,4,42447544553,22554825788,0,0.0
неопытность,2,42447544558,22554825788,0,0.0
неопытными,2,4244754743,2255482478,0,0.0
неорганическим,2,42451143625334,22552428727187,0,0.0
неорганических,2,42451143625336,22552428727183,0,0.0
неослабевающим,2,42453112118734,22576482448387,0,0.0
неосновательно,3,42454411523844,22572544826825,0,0.0
неосновательности,2,42454411523844553,22572544826825788,0,0.0
неосновательность,2,42454411523844558,22572544826825788,0,0.0
неосновательный,2,424544115238473,225725448268241,0,0.0
неосознанно,3,42454241444,22575324225,0,0.0
неоспоримы,2,4245445347,2257555874,0,0.0
неоспоримых,2,42454453476,22575558743,0,0.0
неосторожно,8,42455454244,22578555625,0,0.0
неосторожности,3,42455454244553,22578555625788,0,0.0
неосторожность,2,42455454244558,22578555625788,0,0.0
неосторожные,2,424554542472,225785556242,0,0.0
неосторожный,5,424554542473,225785556241,0,0.0
неосторожных,3,424554542476,225785556243,0,0.0
неосязаемое,2,42458212442,22577342752,0,0.0
неотвратимо,3,42451515344,22584548875,1,0.3333333333333333
неотделим,4,424522334,225862687,0,0.0
неотделима,3,4245223341,2258626874,0,0.0
неотделимы,2,4245223347,2258626874,0,0.0
неоткрытые,2,4245357572,2258154842,0,0.0
неотличимой,2,42453363443,22586878751,0,0.0
неотлучно,2,424535644,225861725,0,0.0
неотразимая,2,42455123418,22585438747,0,0.0
неотразимо,6,4245512344,2258543875,0,0.0
неотразимой,3,42455123443,22585438751,0,0.0
неотразимую,4,42455123458,22585438718,0,0.0
неотразимые,2,42455123472,22585438742,0,0.0
неотразимым,4,42455123474,22585438747,0,0.0
неотрывно,3,424557144,225854425,0,0.0
неотступно,4,4245555444,2258781525,0,0.0
неотъемлемая,2,424572432418,225832762747,0,0.0
неотъемлемой,3,424572432443,225832762751,0,0.0
неофициально,2,424636313844,225481846825,0,0.0
неохотно,43,42464544,22535825,0,0.0
неощущаемое,2,42475712442,22531342752,0,0.0
неощущаемую,2,42475712458,22531342718,0,0.0
неперестававшем,2,424252551111724,225252784444327,0,0.0
неперестающий,2,4242525518733,2252527848381,0,0.0
неписанной,2,4243514443,2258742251,0,0.0
неплох,3,424346,225653,0,0.0
неплохая,4,42434618,22565347,0,0.0
неплохие,4,42434632,22565382,0,0.0
неплохо,28,4243464,2256535,1,0.03571428571428571
неплохой,6,42434643,22565351,1,0.16666666666666666
неплохую,3,42434658,22565318,0,0.0
непобедимое,2,42441223442,22558268752,0,0.0
непобедимости,2,4244122344553,2255826875788,0,0.0
неповоротлив,2,424414545331,225545558684,0,0.0
неповторимое,4,424415453442,225548558752,0,0.0
неповторимый,2,424415453473,225548558741,0,0.0
непогода,3,42441421,22552564,0,0.0
непогоде,3,42441422,22552562,0,0.0
непогрешимое,2,424415273442,225525238752,0,0.0
неподалеку,11,4244213235,2255646211,1,0.09090909090909091
неподатлива,2,42442153311,22556486844,0,0.0
неподвижно,73,4244213244,2255648625,0,0.0
неподвижного,2,424421324414,225564862525,0,0.0
неподвижное,5,42442132442,22556486252,0,0.0
неподвижной,7,42442132443,22556486251,0,0.0
неподвижном,6,42442132444,22556486257,0,0.0
неподвижности,7,4244213244553,2255648625788,0,0.0
неподвижность,9,4244213244558,2255648625788,0,0.0
неподвижною,2,42442132448,22556486258,0,0.0
неподвижную,3,42442132458,22556486218,0,0.0
неподвижны,4,4244213247,2255648624,0,0.0
неподвижные,4,42442132472,22556486242,0,0.0
неподвижный,4,42442132473,22556486241,0,0.0
неподвижным,7,42442132474,22556486247,0,0.0
неподвижными,2,424421324743,225564862478,0,0.0
неподготовленного,4,42442145413244414,22556258546222525,0,0.0
неподражаемый,3,4244251212473,2255654642741,0,0.0
неподражаемым,2,4244251212474,2255654642747,0,0.0
неподтверждения,2,424425125222438,225568425662287,0,0.0
неподъ,6,424427,225563,0,0.0
непозволительно,3,424421433523844,225534568826825,0,0.0
непозволительную,2,4244214335238458,2255345688268218,0,0.0
непоколебимая,3,4244343213418,2255156288747,0,0.0
непоколебимо,4,424434321344,225515628875,0,0.0
непоколебимое,2,4244343213442,2255156288752,0,0.0
непокорного,2,42443454414,22551552525,0,0.0
непокорным,2,4244345474,2255155247,0,0.0
непокрытой,2,4244357543,2255154851,0,0.0
неполное,4,42443442,22556252,0,0.0
неполной,2,42443443,22556251,0,0.0
неполном,2,42443444,22556257,0,0.0
неполным,5,42443474,22556247,0,0.0
непомерно,2,424442544,225572525,0,0.0
непонимание,2,42444341432,22552874282,0,0.0
непониманием,5,424443414324,225528742827,0,0.0
непонимании,2,42444341433,22552874288,0,0.0
непонятная,7,4244485418,2255278247,0,0.0
непонятно,40,424448544,225527825,2,0.05
непонятного,9,42444854414,22552782525,0,0.0
непонятное,22,4244485442,2255278252,0,0.0
непонятной,8,4244485443,2255278251,0,0.0
непонятном,5,4244485444,2255278257,0,0.0
непонятную,8,4244485458,2255278218,0,0.0
непонятны,4,424448547,225527824,0,0.0
непонятные,11,4244485472,2255278242,0,0.0
непонятный,3,4244485473,2255278241,0,0.0
непонятным,9,4244485474,2255278247,0,0.0
непонятными,3,42444854743,22552782478,0,0.0
непонятных,5,4244485476,2255278243,0,0.0
непоправимое,3,424445113442,225555448752,0,0.0
непорядки,2,424458233,225557618,0,0.0
непосвященных,3,4244518724476,2255747322243,0,0.0
непосильно,2,4244533844,2255786825,0,0.0
непосильным,3,42445338474,22557868247,0,0.0
непоследовательные,2,424453224115238472,225576265448268242,0,0.0
непоследовательным,2,424453224115238474,225576265448268247,0,0.0
непослушание,2,424453571432,225576134282,0,0.0
непослушно,3,4244535744,2255761325,0,0.0
непослушными,4,424453574743,225576132478,0,0.0
непосредственнее,2,4244552255124422,2255752678422222,0,0.0
непосредственно,58,424455225512444,225575267842225,0,0.0
непосредственного,6,42445522551244414,22557526784222525,0,0.0
непосредственное,11,4244552255124442,2255752678422252,0,0.0
непосредственной,8,4244552255124443,2255752678422251,0,0.0
непосредственном,2,4244552255124444,2255752678422257,0,0.0
непосредственности,2,424455225512444553,225575267842225788,0,0.0
непосредственную,3,4244552255124458,2255752678422218,0,0.0
непосредственные,2,4244552255124472,2255752678422242,0,0.0
непосредственным,8,4244552255124474,2255752678422247,1,0.125
непостижим,2,4244553234,2255788687,0,0.0
непостижима,2,42445532341,22557886874,0,0.0
непостижимая,7,424455323418,225578868747,0,0.0
непостижимого,4,4244553234414,2255788687525,0,0.0
непостижимое,4,424455323442,225578868752,0,0.0
непостижимой,4,424455323443,225578868751,0,0.0
